"Кампания ""Единая перфоманс-кампания №4 от 13-10-2025"" (704073639), период 02.02.2026 - 06.02.2026"
"Всего по поисковым запросам";;"Ср.расход за день (руб.)";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
"с 02.02.2026 по 06.02.2026";;336,28;2332;168;7,20;1681,39;10,01;3,57;280,23;6

"Дата";"Поисковый запрос";"Группа";"№ Группы";"Условие показа";"Тип соответствия";"Подобранная фраза";"Категория таргетинга";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
02.02.2026;"тревожное расстройство симптомы у женщин после 30";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"тревожность от голода";"Тревога и паника";5662806799;"тревожное расстройство";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"тревожность при сахарном диабете";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"тренинг для 11 класс от педагога психолога для сдачи ент";"Тревога и паника";5662806799;"психолог -онлайн";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"тренинг для 11 класс от педагога психолога на расслабление";"Тревога и паника";5662806799;"психолог -онлайн";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"тренинг для 5 класса психолог";"Тревога и паника";5662806799;"психолог -онлайн";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"тренинг экзамен без паники";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;1;100,00;0,00;0,00;-;-;0
02.02.2026;"трипофобия";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"триптофан";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"тяжелая социофобия";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;1;100,00;0,00;0,00;-;-;0
02.02.2026;"упражнения на снятие тревожности у подростков";"Тревога и паника";5662806799;"тревожное расстройство";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"упражнения с мячом как перезаписать тревожные мысли";"Тревога и паника";5662806799;"тревожное расстройство";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"упражнения с мячом как перезаписать тревожные мысли";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"урок как бороться со стрессом";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"успакающая музыка от стресса";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"успокаивающая йога для начинающих от стресса";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";2;1;50,00;0,00;0,00;-;-;0
02.02.2026;"успокаивающие таблетки";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"успокоительная музыка для нервной системы взрослого";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"успокоительное от тревожности без рецептов для детей";"Тревога и паника";5662806799;"тревожное расстройство";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
02.02.2026;"успокоительное от тревожности без рецептов для подростка";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"успокоительное от тревожности без рецептов для подростков";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;1;100,00;0,00;0,00;-;-;0
02.02.2026;"успокоительные капли";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"успокоительные капли сколько раз в день можно пить";"Тревога и паника";5662806799;'---autotargeting;-;-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
02.02.2026;"усть каменогорск лечение панических атак";"Тревога и паника";5662806799;"паническая атака -проявляться -психотерапевт";"семантическое";-;"Целевые запросы";1;1;100,00;0,00;0,00;-;-;0
