"Клиент Пользователь подписки (badver), период 06.02.2026 - 13.02.2026"
"Всего по поисковым запросам";;"Ср.расход за день (руб.)";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
"с 06.02.2026 по 13.02.2026";;390,90;737;83;11,26;3127,22;37,68;-;0,00;0

"Дата";"Поисковый запрос";"Кампания";"№ Кампании";"Группа";"№ Группы";"Условие показа";"Тип соответствия";"Подобранная фраза";"Категория таргетинга";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
07.02.2026;"тел психотерапевтической помощи в спб онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"частный психотерапевт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
07.02.2026;"ясно психологи онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
08.02.2026;"анонимный чат с психологом";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"анонимный психолог онлайн";"семантическое";-;"Альтернативные запросы";2;0;0,00;0,00;-;-;-;0
08.02.2026;"анонимный чат с психологом онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Целевые запросы";1;1;100,00;32,29;32,29;-;-;0
08.02.2026;"вопрос психологу онлайн женщина";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
08.02.2026;"задать вопрос психологу";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
08.02.2026;"консультация психолога онлайн по телефону";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
08.02.2026;"личный психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;28,87;28,87;-;-;0
08.02.2026;"неотложная психологическая помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
08.02.2026;"онлайн консультации психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
08.02.2026;"онлайн психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
08.02.2026;"онлайн сексологи";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Широкие запросы";1;1;100,00;38,52;38,52;-;-;0
