№ Кампании,Название кампании,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Тип площадки,Вид размещения,Региона таргетинга,Регион таргетинга,Регион местонахождения,Регион местонахождения,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,"Взвешенный CTR, %","CTR, %",Ср. объём трафика,Ср. позиция показа,Конверсии,"CR, %","CPA, ₽","CPC, ₽","CPM, ₽","Ср. ставка за клик, ₽","Отказы, %",Глубина просмотра
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Улан-Удэ,198,Улан-Удэ,198,Женский,25-34 года,2–5%,Не определено,0.00,1,0,0.00,0.00,32.14,3.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Липецк,9,Липецк,9,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Костанай,10295,Костанай,10295,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Нижний Тагил,11168,Нижний Тагил,11168,Женский,35-44 года,6–10%,Не определено,0.00,1,0,0.00,0.00,64.74,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Саратов,194,Саратов,194,Женский,Старше 55,Остальные,Не определено,0.00,1,0,0.00,0.00,88.79,2.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Сасово,10777,Сасово,10777,Мужской,35-44 года,Остальные,Не определено,107.71,1,1,119.65,100.00,83.58,1.00,0,0.00,-,107.71,107714.18,117.66,0.00,1.00
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Железногорск,20086,Железногорск,20086,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,121.76,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Демянский район,99149,Демянский район,99149,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Костомукша,10935,Костомукша,10935,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Автотаргетинг,,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,-,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Кызыл,11333,Кызыл,11333,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-,-,0.00,-,-,-
